timestamp,totalmarketcap
1367174820000,1599410000
1367261220000,1669570000
1367347620000,1583200000
1367434020000,1344530000
1367520420000,1221780000
1367606820000,1087750000
1367693220000,1293100000
1367779620000,1389000000
1367866020000,1420880000
1367952420000,1250690000
1368038820000,1353120000
1368125220000,1329690000
1368211620000,1402850000
1368298020000,1367710000
1368384420000,1353680000
1368470820000,1382900000
1368557220000,1399860000
1368643620000,1328050000
1368730020000,1348760000
1368816420000,1443990000
1368902820000,1456080000
1368989220000,1418470000
1369075620000,1436960000
1369162020000,1436950000
1369248420000,1442460000
1369334820000,1473520000
1369421220000,1559050000
1369507620000,1547770000
1369594020000,1588620000
1369680420000,1515010000
1369766820000,1508880000
1369853220000,1535590000
1369939620000,1534490000
1370026020000,1502860000
1370112420000,1504370000
1370198820000,1415380000
1370285220000,1399850000
1370371620000,1417940000
1370458020000,1447070000
1370544420000,1412390000
1370630820000,1315130000
1370717220000,1288330000
1370803620000,1152130000
1370890020000,1234850000
1370976420000,1263990000
1371062820000,1279340000
1371149220000,1288100000
1371235620000,1196790000
1371322020000,1198000000
1371408420000,1176420000
1371494820000,1195400000
1371581220000,1266020000
1371667620000,1267980000
1371754020000,1325250000
1371840420000,1304360000
1371926820000,1293390000
1372013220000,1280070000
1372099620000,1222150000
1372186020000,1229320000
1372272420000,1247360000
1372358820000,1231620000
1372445220000,1153670000
1372531620000,1149520000
1372618020000,1170140000
1372704420000,1077750000
1372790820000,1083100000
1372877220000,1019150000
1372963620000,970480000
1373050020000,810821000
1373136420000,842269000
1373222820000,875506000
1373309220000,949297000
1373395620000,937618000
1373482020000,950755000
1373568420000,1053100000
1373654820000,1149150000
1373741220000,1160910000
1373827620000,1162630000
1373914020000,1193700000
1374000420000,1185110000
1374086820000,1186000000
1374173220000,1094910000
1374259620000,1138800000
1374346020000,1131320000
1374432420000,1090070000
1374518820000,1119780000
1374605220000,1152290000
1374691620000,1168470000
1374778020000,1178920000
1374864420000,1170890000
1374950820000,1155410000
1375037220000,1196270000
1375123620000,1227630000
1375210020000,1241980000
1375296420000,1281300000
1375382820000,1268470000
1375469220000,1284140000
1375555620000,1259520000
1375642020000,1328790000
1375728420000,1343280000
1375814820000,1336530000
1375901220000,1334470000
1375987620000,1275140000
1376074020000,1284280000
1376160420000,1285450000
1376246820000,1306230000
1376333220000,1306020000
1376419620000,1352410000
1376506020000,1421190000
1376592420000,1377120000
1376678820000,1359070000
1376765220000,1413680000
1376851620000,1441480000
1376938020000,1480760000
1377024420000,1523480000
1377110820000,1563440000
1377197220000,1532380000
1377283620000,1486270000
1377370020000,1512340000
1377456420000,1535230000
1377542820000,1523590000
1377629220000,1575610000
1377715620000,1555830000
1377802020000,1550630000
1377888420000,1674300000
1377974820000,1717720000
1378061220000,1729460000
1378147620000,1711300000
1378234020000,1707160000
1378320420000,1630240000
1378406820000,1617260000
1378493220000,1543800000
1378579620000,1572330000
1378666020000,1545860000
1378752420000,1621760000
1378838820000,1597120000
1378925220000,1664090000
1379011620000,1689980000
1379098020000,1715860000
1379184420000,1641900000
1379270820000,1645800000
1379357220000,1668520000
1379443620000,1693280000
1379530020000,1704210000
1379616420000,1674700000
1379702820000,1644050000
1379789220000,1644060000
1379875620000,1653740000
1379962020000,1628150000
1380048420000,1630620000
1380134820000,1662060000
1380221220000,1661800000
1380307620000,1742080000
1380394020000,1758870000
1380480420000,1803630000
1380566820000,1704890000
1380653220000,1704770000
1380739620000,1526820000
1380826020000,1580620000
1380912420000,1661900000
1380998820000,1667730000
1381085220000,1657420000
1381171620000,1651660000
1381258020000,1622170000
1381344420000,1692250000
1381430820000,1677830000
1381517220000,1679760000
1381603620000,1737690000
1381690020000,1740330000
1381776420000,1789370000
1381862820000,1835570000
1381949220000,1870930000
1382035620000,1855130000
1382122020000,1929160000
1382208420000,2144910000
1382294820000,2158360000
1382381220000,2278950000
1382467620000,2407910000
1382554020000,2571340000
1382640420000,2502710000
1382726820000,2195960000
1382813220000,2247720000
1382899620000,2377910000
1382986020000,2480950000
1383072420000,2551390000
1383158820000,2559300000
1383245220000,2547490000
1383331620000,2567740000
1383418020000,2598110000
1383504420000,2670480000
1383590820000,2850270000
1383677220000,3129140000
1383763620000,3268740000
1383850020000,3685780000
1383936420000,4197100000
1384022820000,4591340000
1384109220000,3773210000
1384195620000,4267750000
1384282020000,4456520000
1384368420000,5023660000
1384454820000,5203040000
1384541220000,5380140000
1384627620000,5460510000
1384714020000,5943750000
1384800420000,7706230000
1384886820000,7915040000
1384973220000,7437370000
1385059620000,8631660000
1385146020000,9175160000
1385232420000,10345300000
1385318820000,9991460000
1385405220000,9964550000
1385491620000,11178900000
1385578020000,12311500000
1385664420000,13726500000
1385750820000,14580200000
1385837220000,15254600000
1385923620000,12937200000
1386010020000,13484500000
1386096420000,14677200000
1386182820000,15786400000
1386269220000,14343800000
1386355620000,11903100000
1386442020000,10006100000
1386528420000,9956500000
1386614820000,11912100000
1386701220000,13320100000
1386787620000,12137300000
1386874020000,11803700000
1386960420000,11967300000
1387046820000,11957400000
1387133220000,11804500000
1387219620000,9874850000
1387306020000,9666480000
1387392420000,7722110000
1387478820000,8708090000
1387565220000,8928450000
1387651620000,8266750000
1387738020000,8514920000
1387824420000,8693790000
1387910820000,8880160000
1387997220000,9204640000
1388083620000,10515000000
1388170020000,10024100000
1388256420000,9895540000
1388342820000,10025000000
1388429220000,10618100000
1388515620000,10509800000
1388602020000,10731600000
1388688420000,10852300000
1388774820000,11345600000
1388861220000,11817000000
1388947620000,12860600000
1389034020000,13036100000
1389120420000,12068200000
1389206820000,11569700000
1389293220000,11258800000
1389379620000,11619000000
1389466020000,12390700000
1389552420000,11998400000
1389638820000,11379200000
1389725220000,11473100000
1389811620000,11836600000
1389898020000,11600800000
1389984420000,11101700000
1390070820000,11375700000
1390157220000,11663800000
1390243620000,12054100000
1390330020000,11983800000
1390416420000,11652300000
1390502820000,11426400000
1390589220000,11050800000
1390675620000,11741200000
1390762020000,12263600000
1390848420000,11196900000
1390934820000,11376900000
1391021220000,11406700000
1391107620000,11376500000
1391194020000,11404100000
1391280420000,11644200000
1391366820000,11599100000
1391453220000,11368600000
1391539620000,11525000000
1391626020000,11441400000
1391712420000,11047100000
1391798820000,10340800000
1391885220000,9656360000
1391971620000,9651550000
1392058020000,9120830000
1392144420000,9304250000
1392230820000,9252810000
1392317220000,8798870000
1392403620000,9256470000
1392490020000,9102700000
1392576420000,8476120000
1392662820000,8787080000
1392749220000,8707160000
1392835620000,8738060000
1392922020000,8059700000
1393008420000,7782090000
1393094820000,8255430000
1393181220000,8722210000
1393267620000,7844360000
1393354020000,7286330000
1393440420000,8122390000
1393526820000,8174100000
1393613220000,8217930000
1393699620000,8141500000
1393786020000,8067150000
1393872420000,10016800000
1393958820000,10231300000
1394045220000,9624960000
1394131620000,9368510000
1394218020000,8805530000
1394304420000,8712530000
1394390820000,9158760000
1394477220000,8989570000
1394563620000,8939230000
1394650020000,9172710000
1394736420000,9125290000
1394822820000,9037520000
1394909220000,9101980000
1394995620000,9004400000
1395082020000,8810530000
1395168420000,8729540000
1395254820000,8731440000
1395341220000,8431610000
1395427620000,8262370000
1395514020000,8065670000
1395600420000,8191240000
1395686820000,8179210000
1395773220000,8292050000
1395859620000,8284160000
1395946020000,7271070000
1396032420000,7024210000
1396118820000,7006270000
1396205220000,6526120000
1396291620000,6406660000
1396378020000,6775240000
1396464420000,6172430000
1396550820000,6219980000
1396637220000,6193260000
1396723620000,6322280000
1396810020000,6432450000
1396896420000,6288700000
1396982820000,6299920000
1397069220000,6206840000
1397155620000,5543020000
1397242020000,5981630000
1397328420000,5882370000
1397414820000,5679070000
1397501220000,6447340000
1397587620000,6945170000
1397674020000,7153230000
1397760420000,6942900000
1397846820000,6755630000
1397933220000,7088340000
1398019620000,7016640000
1398106020000,6974770000
1398192420000,6939520000
1398278820000,6851250000
1398365220000,6917770000
1398451620000,6466770000
1398538020000,6467730000
1398624420000,6143130000
1398710820000,6238130000
1398797220000,6268190000
1398883620000,6298030000
1398970020000,6431130000
1399056420000,6255220000
1399142820000,6046500000
1399229220000,6097740000
1399315620000,6062060000
1399402020000,6058770000
1399488420000,6239370000
1399574820000,6196970000
1399661220000,6365460000
1399747620000,6369260000
1399834020000,6162180000
1399920420000,6221610000
1400006820000,6194880000
1400093220000,6288120000
1400179620000,6340350000
1400266020000,6351860000
1400352420000,6342330000
1400438820000,6301770000
1400525220000,6295090000
1400611620000,6840760000
1400698020000,6932780000
1400784420000,7239670000
1400870820000,7419220000
1400957220000,7323140000
1401043620000,8042690000
1401130020000,8095090000
1401216420000,8047050000
1401302820000,7980530000
1401389220000,7912940000
1401475620000,8467040000
1401562020000,8628480000
1401648420000,9023680000
1401734820000,8783230000
1401821220000,9297760000
1401907620000,8948210000
1401994020000,9152110000
1402080420000,9159630000
1402166820000,9097630000
1402253220000,9121210000
1402339620000,9038470000
1402426020000,9137760000
1402512420000,8997820000
1402598820000,8716410000
1402685220000,8279370000
1402771620000,7960330000
1402858020000,8001290000
1402944420000,8392570000
1403030820000,8413830000
1403117220000,8531620000
1403203620000,8510900000
1403290020000,8319910000
1403376420000,8361650000
1403462820000,8419980000
1403549220000,8309870000
1403635620000,8304290000
1403722020000,7977230000
1403808420000,8024980000
1403894820000,8260090000
1403981220000,8374180000
1404067620000,8345950000
1404154020000,8687890000
1404240420000,9120520000
1404326820000,9071510000
1404413220000,8913260000
1404499620000,8815470000
1404586020000,8731080000
1404672420000,8775350000
1404758820000,8642580000
1404845220000,8656160000
1404931620000,8679330000
1405018020000,8583470000
1405104420000,8707550000
1405190820000,8773150000
1405277220000,8720310000
1405363620000,8663340000
1405450020000,8671460000
1405536420000,8594130000
1405622820000,8726980000
1405709220000,8776970000
1405795620000,8777230000
1405882020000,8717040000
1405968420000,8700570000
1406054820000,8718470000
1406141220000,8699430000
1406227620000,8399070000
1406314020000,8400430000
1406400420000,8339370000
1406486820000,8315490000
1406573220000,8179180000
1406659620000,8170320000
1406746020000,8057860000
1406832420000,8220070000
1406918820000,8362570000
1407005220000,8272640000
1407091620000,8249720000
1407178020000,8273270000
1407264420000,8205920000
1407350820000,8197390000
1407437220000,8260440000
1407523620000,8294770000
1407610020000,8241880000
1407696420000,8257750000
1407782820000,8105130000
1407869220000,7939640000
1407955620000,7586830000
1408042020000,7184030000
1408128420000,6875380000
1408214820000,7080170000
1408301220000,6859380000
1408387620000,6358580000
1408474020000,6728940000
1408560420000,7094940000
1408646820000,7364750000
1408733220000,7259880000
1408819620000,6978780000
1408906020000,7188110000
1408992420000,7111120000
1409078820000,7330420000
1409165220000,7352720000
1409251620000,7278260000
1409338020000,7287820000
1409424420000,7223960000
1409510820000,6859260000
1409597220000,6894400000
1409683620000,6904130000
1409770020000,6842470000
1409856420000,7019970000
1409942820000,6979080000
1410029220000,7015770000
1410115620000,6993030000
1410202020000,6901310000
1410288420000,6820410000
1410374820000,7010050000
1410461220000,6905550000
1410547620000,6912550000
1410634020000,6980870000
1410720420000,6966150000
1410806820000,6938240000
1410893220000,6846970000
1410979620000,6652230000
1411066020000,6221880000
1411152420000,5859490000
1411238820000,6016020000
1411325220000,5908310000
1411411620000,5907680000
1411498020000,6253540000
1411584420000,6279930000
1411670820000,6053980000
1411757220000,5973120000
1411843620000,5886180000
1411930020000,5655560000
1412016420000,5634910000
1412102820000,5700540000
1412189220000,5703220000
1412275620000,5582550000
1412362020000,5427450000
1412448420000,5050680000
1412534820000,4511160000
1412621220000,4927730000
1412707620000,4947870000
1412794020000,5145800000
1412880420000,5557100000
1412966820000,5300220000
1413053220000,5351760000
1413139620000,5533900000
1413226020000,5626020000
1413312420000,6028680000
1413398820000,5803330000
1413485220000,5580030000
1413571620000,5687420000
1413658020000,5780300000
1413744420000,5793450000
1413830820000,5685480000
1413917220000,5742330000
1414003620000,5697840000
1414090020000,5423270000
1414176420000,5331380000
1414262820000,5207390000
1414349220000,5261350000
1414435620000,5317720000
1414522020000,5286370000
1414608420000,5075040000
1414694820000,5087990000
1414781220000,5049800000
1414867620000,4861050000
1414954020000,4848650000
1415040420000,4874650000
1415126820000,4918240000
1415213220000,5073990000
1415299620000,5170810000
1415386020000,5089420000
1415472420000,5132910000
1415558820000,5297050000
1415645220000,5526700000
1415731620000,5419580000
1415818020000,6146280000
1415904420000,6074990000
1415990820000,5858290000
1416077220000,5568670000
1416163620000,5693210000
1416250020000,5718770000
1416336420000,5613020000
1416422820000,5635820000
1416509220000,5407440000
1416595620000,5355690000
1416682020000,5406060000
1416768420000,5518690000
1416854820000,5846190000
1416941220000,5786050000
1417027620000,5664110000
1417114020000,5787360000
1417200420000,5925880000
1417286820000,5902230000
1417373220000,5853360000
1417459620000,5849910000
1417546020000,5972840000
1417632420000,5912550000
1417718820000,5832350000
1417805220000,5882690000
1417891620000,5922150000
1417978020000,5936900000
1418064420000,5775220000
1418150820000,5616100000
1418237220000,5574040000
1418323620000,5715550000
1418410020000,5648270000
1418496420000,5610820000
1418582820000,5620390000
1418669220000,5642980000
1418755620000,5678740000
1418842020000,5479050000
1418928420000,5557280000
1419014820000,5457010000
1419101220000,5595390000
1419187620000,5677650000
1419274020000,5840280000
1419360420000,5793330000
1419446820000,5636370000
1419533220000,5544000000
1419619620000,5737360000
1419706020000,5491270000
1419792420000,5554210000
1419878820000,5528730000
1419965220000,5504330000
1420051620000,5544160000
1420138020000,5503440000
1420224420000,5475620000
1420310820000,5177700000
1420397220000,4595590000
1420483620000,4670090000
1420570020000,4808620000
1420656420000,4994840000
1420742820000,4942290000
1420829220000,4911890000
1420915620000,4711070000
1421002020000,4584480000
1421088420000,4625490000
1421174820000,3953380000
1421261220000,3153310000
1421347620000,3787750000
1421434020000,3660860000
1421520420000,3448090000
1421606820000,3608100000
1421693220000,3649080000
1421779620000,3668860000
1421866020000,3715650000
1421952420000,4018620000
1422038820000,3978310000
1422125220000,4207210000
1422211620000,4205620000
1422298020000,4520300000
1422384420000,4426600000
1422470820000,4105870000
1422557220000,3956860000
1422643620000,3846280000
1422730020000,3870980000
1422816420000,3770100000
1422902820000,3782580000
1422989220000,3859060000
1423075620000,3749630000
1423162020000,3668610000
1423248420000,3811380000
1423334820000,3849810000
1423421220000,3778160000
1423507620000,3725180000
1423594020000,3729690000
1423680420000,3755430000
1423766820000,3769540000
1423853220000,4020510000
1423939620000,4150420000
1424026020000,4090350000
1424112420000,3964690000
1424198820000,4061060000
1424285220000,3937660000
1424371620000,4033840000
1424458020000,4046590000
1424544420000,4062900000
1424630820000,3915410000
1424717220000,3961220000
1424803620000,4002400000
1424890020000,3993150000
1424976420000,3978820000
1425062820000,4256040000
1425149220000,4210410000
1425235620000,4105590000
1425322020000,4316970000
1425408420000,4451430000
1425494820000,4514930000
1425581220000,4358020000
1425667620000,4392620000
1425754020000,4461520000
1425840420000,4418690000
1425926820000,4610500000
1426013220000,4716480000
1426099620000,4723690000
1426186020000,4738790000
1426272420000,4630290000
1426358820000,4571220000
1426445220000,4577750000
1426531620000,4687290000
1426618020000,4620170000
1426704420000,4326190000
1426790820000,4210220000
1426877220000,4228020000
1426963620000,4219320000
1427050020000,4238160000
1427136420000,4286970000
1427222820000,4021860000
1427309220000,3964620000
1427395620000,4064730000
1427482020000,4008010000
1427568420000,4070700000
1427654820000,3946380000
1427741220000,3967650000
1427827620000,3919110000
1427914020000,3892220000
1428000420000,4051770000
1428086820000,4089930000
1428173220000,4089960000
1428259620000,4129710000
1428346020000,4114720000
1428432420000,4121700000
1428518820000,3987330000
1428605220000,3957300000
1428691620000,3801350000
1428778020000,3823830000
1428864420000,3819790000
1428950820000,3646940000
1429037220000,3517520000
1429123620000,3562390000
1429210020000,3699750000
1429296420000,3619680000
1429382820000,3598160000
1429469220000,3647520000
1429555620000,3632380000
1429642020000,3630110000
1429728420000,3823050000
1429814820000,3793580000
1429901220000,3732770000
1429987620000,3700320000
1430074020000,3520130000
1430160420000,3594290000
1430246820000,3610710000
1430333220000,3638660000
1430419620000,3790390000
1430506020000,3776880000
1430592420000,3787050000
1430678820000,3880210000
1430765220000,3835460000
1430851620000,3782400000
1430938020000,3785880000
1431024420000,3825490000
1431110820000,3916210000
1431197220000,3862150000
1431283620000,3844430000
1431370020000,3885230000
1431456420000,3877170000
1431542820000,3897230000
1431629220000,3784930000
1431715620000,3808220000
1431802020000,3781430000
1431888420000,3776630000
1431974820000,3768250000
1432061220000,3735600000
1432147620000,3771590000
1432234020000,3795640000
1432320420000,3880140000
1432406820000,3886140000
1432493220000,3917440000
1432579620000,3854710000
1432666020000,3858630000
1432752420000,3865480000
1432838820000,3910670000
1432925220000,3935170000
1433011620000,3847740000
1433098020000,3841290000
1433184420000,3664670000
1433270820000,3720670000
1433357220000,3755390000
1433443620000,3735940000
1433530020000,3726380000
1433616420000,3727330000
1433702820000,3699290000
1433789220000,3778800000
1433875620000,3806560000
1433962020000,3788200000
1434048420000,3798050000
1434134820000,3819940000
1434221220000,3831500000
1434307620000,3883190000
1434394020000,3948490000
1434480420000,4133850000
1434566820000,4257280000
1434653220000,4253290000
1434739620000,4227820000
1434826020000,4206410000
1434912420000,4159950000
1434998820000,4215500000
1435085220000,4190900000
1435171620000,4135440000
1435258020000,4167300000
1435344420000,4157950000
1435430820000,4278480000
1435517220000,4288190000
1435603620000,4422120000
1435690020000,4529870000
1435776420000,4470740000
1435862820000,4421500000
1435949220000,4419110000
1436035620000,4450860000
1436122020000,4598990000
1436208420000,4709180000
1436294820000,4596940000
1436381220000,4658960000
1436467620000,4696920000
1436554020000,4999460000
1436640420000,4949550000
1436726820000,5177530000
1436813220000,4882270000
1436899620000,4931940000
1436986020000,4894510000
1437072420000,4594370000
1437158820000,4653340000
1437245220000,4610420000
1437331620000,4603920000
1437418020000,4638080000
1437504420000,4656120000
1437590820000,4624970000
1437677220000,4617280000
1437763620000,4819530000
1437850020000,4838830000
1437936420000,4905350000
1438022820000,4924550000
1438109220000,4989410000
1438195620000,4923860000
1438282020000,4857800000
1438368420000,4822040000
1438454820000,4729710000
1438541220000,4735980000
1438627620000,4786140000
1438714020000,4811730000
1438800420000,4768990000
1438886820000,4699330000
1438973220000,4862540000
1439059620000,4608320000
1439146020000,4531570000
1439232420000,4533290000
1439318820000,4559200000
1439405220000,4615030000
1439491620000,4593490000
1439578020000,4633680000
1439664420000,4608440000
1439750820000,4469260000
1439837220000,4486060000
1439923620000,4395440000
1440010020000,4056350000
1440096420000,4100120000
1440182820000,4080710000
1440269220000,3947820000
1440355620000,3964040000
1440442020000,3753690000
1440528420000,3834100000
1440614820000,3986490000
1440701220000,3953300000
1440787620000,4031240000
1440874020000,3958040000
1440960420000,3963540000
1441046820000,4033630000
1441133220000,3978300000
1441219620000,3998980000
1441306020000,3935070000
1441392420000,3980280000
1441478820000,4073650000
1441565220000,4171320000
1441651620000,4168600000
1441738020000,4205800000
1441824420000,4167020000
1441910820000,4133200000
1441997220000,4132060000
1442083620000,4079800000
1442170020000,4009710000
1442256420000,3992050000
1442342820000,3986500000
1442429220000,3943670000
1442515620000,3969540000
1442602020000,4024580000
1442688420000,4003770000
1442774820000,4011990000
1442861220000,3948000000
1442947620000,3982650000
1443034020000,3975170000
1443120420000,4031640000
1443206820000,4040330000
1443293220000,4001270000
1443379620000,3993640000
1443466020000,4063240000
1443552420000,4040230000
1443638820000,4020950000
1443725220000,4037320000
1443811620000,4030790000
1443898020000,4054800000
1443984420000,4032780000
1444070820000,4032220000
1444157220000,4144400000
1444243620000,4140180000
1444330020000,4095630000
1444416420000,4110340000
1444502820000,4130030000
1444589220000,4155530000
1444675620000,4153950000
1444762020000,4193780000
1444848420000,4248630000
1444934820000,4267070000
1445021220000,4407610000
1445107620000,4409210000
1445194020000,4381840000
1445280420000,4372120000
1445366820000,4476130000
1445453220000,4423900000
1445539620000,4514540000
1445626020000,4570260000
1445712420000,4610750000
1445798820000,4815900000
1445885220000,4677470000
1445971620000,4847400000
1446058020000,4953880000
1446144420000,5218310000
1446230820000,5472770000
1446317220000,5223900000
1446403620000,5248170000
